date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:46:44	81805/81805	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:15%20GMT	https://www.computerhope.com/htmcolor.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/htmcolor.html	(from https://www.computerhope.com/)
22:46:44	20947/20947	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:45%20GMT	https://www.computerhope.com/shortcut.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/shortcut.html	(from https://www.computerhope.com/)
22:46:44	18251/18251	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:17:50%20GMT	https://www.computerhope.com/issues/ch001002.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch001002.html	(from https://www.computerhope.com/)
22:46:44	17748/17748	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:15:42%20GMT	https://www.computerhope.com/issues/ch000465.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000465.html	(from https://www.computerhope.com/)
22:46:45	30304/30304	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:15:54%20GMT	https://www.computerhope.com/issues/ch000510.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000510.html	(from https://www.computerhope.com/)
22:46:45	18631/18631	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:26%20GMT	https://www.computerhope.com/msdos.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/msdos.html	(from https://www.computerhope.com/)
22:46:45	16058/16058	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:25:48%20GMT	https://www.computerhope.com/people/	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/people/index.html	(from https://www.computerhope.com/)
22:46:45	26601/26601	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:44%20GMT	https://www.computerhope.com/beep.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/beep.html	(from https://www.computerhope.com/)
22:46:46	17764/17764	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:19:11%20GMT	https://www.computerhope.com/issues/ch001366.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch001366.html	(from https://www.computerhope.com/)
22:46:46	21304/21304	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:14:32%20GMT	https://www.computerhope.com/issues/ch000179.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000179.html	(from https://www.computerhope.com/)
22:46:47	30320/30320	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:17:47%20GMT	https://www.computerhope.com/issues/ch000984.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000984.html	(from https://www.computerhope.com/)
22:46:47	18250/18250	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:16:43%20GMT	https://www.computerhope.com/issues/ch000705.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000705.html	(from https://www.computerhope.com/)
22:46:47	19368/19368	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:15:03%20GMT	https://www.computerhope.com/issues/ch000306.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000306.html	(from https://www.computerhope.com/)
22:46:47	19193/19193	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:19:41%20GMT	https://www.computerhope.com/issues/ch001497.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch001497.html	(from https://www.computerhope.com/)
22:46:47	15863/15863	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:14:35%20GMT	https://www.computerhope.com/issues/ch000192.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000192.html	(from https://www.computerhope.com/)
22:46:48	25549/25549	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:21:52%20GMT	https://www.computerhope.com/issues/chsafe.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/chsafe.html	(from https://www.computerhope.com/)
22:46:48	8122/8122	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:47%20GMT	https://www.computerhope.com/cgi-bin/quiz.pl?crypt=53616c7465645f5fd10c3a25eddda4d56f09ccab724b66a14ffa2a27c5142863ee429028cb88ac6210fdf17480f5d162b777e61ef85e560a7c268e535c269663f375a6f7fae211b01b6305f31c948749	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/quiz379b.html	(from https://www.computerhope.com/)
22:46:49	7866/7866	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:48%20GMT	https://www.computerhope.com/cgi-bin/quiz.pl?crypt=53616c7465645f5fcf0c646c60dd36cd02b12336340b31e2609940956152912c08f3dcb6b3d6506a4a05a792b236425c83fd47e57f664e74429880525c13b3e25b678d3836a326ec202f564af5c62efe	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/quiz5351.html	(from https://www.computerhope.com/)
22:46:49	7866/7866	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:49%20GMT	https://www.computerhope.com/cgi-bin/quiz.pl?crypt=53616c7465645f5feaec956f74916a004b54248fe8223736b7f7d96b91aae60ec15e2ef36be15bd9f02c9c7cd2477b8e81f58992fee08d19fed52a84dda41d33b63b2b01be6f4420b90cb8842e4906a4	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/quiz2f7e.html	(from https://www.computerhope.com/)
22:46:50	7863/7863	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:49%20GMT	https://www.computerhope.com/cgi-bin/quiz.pl?crypt=53616c7465645f5f479ddf8897d64db8598451d640cfe24626c3cf91e5b02a2c81ddba2ce57167d8875213c49e8fe0adc36dcede1b39e7ff7886361056073671685f033dea91f31c53b23cad86fcdaea	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/quizfc7f.html	(from https://www.computerhope.com/)
22:46:50	8745/8745	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:50%20GMT	https://www.computerhope.com/cgi-bin/quiz.pl	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/quiz.html	(from https://www.computerhope.com/)
22:46:51	12265/12265	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2011:40:43%20GMT	https://www.computerhope.com/whatnew.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/whatnew.html	(from https://www.computerhope.com/)
22:46:51	16339/16339	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2009:09:59%20GMT	https://www.computerhope.com/more.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/more.html	(from https://www.computerhope.com/)
22:46:51	14395/14395	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2009:10:45%20GMT	https://www.computerhope.com/sindex.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/sindex.html	(from https://www.computerhope.com/)
22:46:51	7122/7122	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:50%20GMT	https://www.computerhope.com/feedback/	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/feedback/index.html	(from https://www.computerhope.com/)
22:46:51	10744/10744	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:16:13%20GMT	https://www.computerhope.com/issues/ch000586.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000586.html	(from https://www.computerhope.com/)
22:46:52	14580/14580	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:49%20GMT	https://www.computerhope.com/chtop10.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/chtop10.html	(from https://www.computerhope.com/)
22:46:52	21539/21539	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2009:10:04%20GMT	https://www.computerhope.com/rss.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/rss.html	(from https://www.computerhope.com/)
22:46:52	13980/13980	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:51%20GMT	https://www.computerhope.com/share/	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/share/index.html	(from https://www.computerhope.com/)
22:46:52	14841/14841	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2009:08:22%20GMT	https://www.computerhope.com/legal.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/legal.html	(from https://www.computerhope.com/)
22:46:53	756/756	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2001%20Jan%202020%2011:40:40%20GMT	https://www.computerhope.com/recent.js	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/recent.js	(from https://www.computerhope.com/)
22:46:53	93100/93100	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/COMPUTER%20HOPE/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://www.computerhope.com/)
22:46:54	7936/7936	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20May%202017%2011:17:51%20GMT	https://www.computerhope.com/cdn/site.js	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cdn/site.js	(from https://www.computerhope.com/)
22:46:54	357446/357446	---M-Z	200	added ('OK')	application/javascript	etag:%225e2765c1-57446%22	https://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/COMPUTER%20HOPE/s7.addthis.com/js/300/addthis_widget.js	(from https://www.computerhope.com/)
22:46:54	234/234	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Sep%202015%2002:30:42%20GMT	https://www.computerhope.com/cdn/arrow.png	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cdn/arrow.png	(from https://www.computerhope.com/cdn/site.css)
22:46:55	3985/3985	---M--	200	added ('OK')	image/gif	date:Sun,%2027%20Feb%202005%2019:01:11%20GMT	https://www.computerhope.com/oh3.gif	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/oh3.gif	(from https://www.computerhope.com/oh.htm)
22:46:55	6012/6012	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:54%20GMT	https://www.computerhope.com/cgi-bin/search.cgi	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cgi-bin/search.html	(from https://www.computerhope.com/oh.htm)
22:46:55	4011/4011	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20May%202004%2000:15:04%20GMT	https://www.computerhope.com/oh1.gif	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/oh1.gif	(from https://www.computerhope.com/oh.htm)
22:46:56	12400/12400	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:36%20GMT	https://www.computerhope.com/qanda.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/qanda.html	(from https://www.computerhope.com/oh.htm)
22:46:56	14490/14490	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:43%20GMT	https://www.computerhope.com/basic.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/basic.html	(from https://www.computerhope.com/oh.htm)
22:46:56	58485/58485	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:49%20GMT	https://www.computerhope.com/support.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/support.html	(from https://www.computerhope.com/oh.htm)
22:46:56	24038/24038	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:36%20GMT	https://www.computerhope.com/ahardwre.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/ahardwre.html	(from https://www.computerhope.com/oh.htm)
22:46:57	53063/53063	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:39%20GMT	https://www.computerhope.com/asoftwar.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/asoftwar.html	(from https://www.computerhope.com/oh.htm)
22:46:57	10806/10806	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:12:49%20GMT	https://www.computerhope.com/drivers/index.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/drivers/index.html	(from https://www.computerhope.com/oh.htm)
22:46:58	10335/10335	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:09:52%20GMT	https://www.computerhope.com/tools.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tools.html	(from https://www.computerhope.com/oh.htm)
22:46:58	259/259	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2019%20Feb%202020%2017:16:57%20GMT	https://www.computerhope.com/forum?action=register	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/forum0ddc	(from https://www.computerhope.com/oh.htm)
22:46:58	20456/20456	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:16:26%20GMT	https://www.computerhope.com/issues/ch000636.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/issues/ch000636.html	(from https://www.computerhope.com/oh.htm)
22:46:58	12655/12655	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:48%20GMT	https://www.computerhope.com/chat.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/chat.html	(from https://www.computerhope.com/oh.htm)
22:46:59	11979/11979	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202020%2017:16:58%20GMT	https://www.computerhope.com/forum/?action=register	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/forum/index0ddc.html	(from https://www.computerhope.com/oh.htm)
22:46:59	3818/3818	---M--	200	added ('OK')	image/gif	date:Sun,%2027%20Feb%202005%2019:01:01%20GMT	https://www.computerhope.com/oh2.gif	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/oh2.gif	(from https://www.computerhope.com/oh.htm)
22:46:59	13764/13764	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:48:16%20GMT	https://www.computerhope.com/jargon/i/irc.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/jargon/i/irc.html	(from https://www.computerhope.com/oh.htm)
22:46:59	3919/3919	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20May%202004%2000:24:32%20GMT	https://www.computerhope.com/oh4.gif	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/oh4.gif	(from https://www.computerhope.com/oh.htm)
22:47:00	18587/18587	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202017%2012:45:50%20GMT	https://www.computerhope.com/cdn/tips.jpg	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cdn/tips.jpg	(from https://www.computerhope.com/tips/)
22:47:00	12158/12158	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:10:06%20GMT	https://www.computerhope.com/btips/index.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/btips/index.html	(from https://www.computerhope.com/tips/)
22:47:00	37212/37212	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:08:50%20GMT	https://www.computerhope.com/cleaning.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/cleaning.html	(from https://www.computerhope.com/tips/)
22:47:00	11847/11847	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:32:21%20GMT	https://www.computerhope.com/tips/top10.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/top10.html	(from https://www.computerhope.com/tips/)
22:47:01	11452/11452	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:30%20GMT	https://www.computerhope.com/tips/misctips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/misctips.html	(from https://www.computerhope.com/tips/)
22:47:01	23445/23445	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:26%20GMT	https://www.computerhope.com/tips/alltips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/alltips.html	(from https://www.computerhope.com/tips/)
22:47:01	11770/11770	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:27%20GMT	https://www.computerhope.com/tips/chrometips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/chrometips.html	(from https://www.computerhope.com/tips/)
22:47:01	18866/18866	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:29%20GMT	https://www.computerhope.com/tips/internet.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/internet.html	(from https://www.computerhope.com/tips/)
22:47:02	9846/9846	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:28%20GMT	https://www.computerhope.com/tips/facebook.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/facebook.html	(from https://www.computerhope.com/tips/)
22:47:02	14642/14642	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:28%20GMT	https://www.computerhope.com/tips/firefox.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/firefox.html	(from https://www.computerhope.com/tips/)
22:47:03	12909/12909	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:30%20GMT	https://www.computerhope.com/tips/msietips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/msietips.html	(from https://www.computerhope.com/tips/)
22:47:03	9954/9954	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:29%20GMT	https://www.computerhope.com/tips/htmltips.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/htmltips.html	(from https://www.computerhope.com/tips/)
22:47:03	10032/10032	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:27%20GMT	https://www.computerhope.com/tips/email.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/email.html	(from https://www.computerhope.com/tips/)
22:47:04	9614/9614	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:29%20GMT	https://www.computerhope.com/tips/linux.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/linux.html	(from https://www.computerhope.com/tips/)
22:47:04	11022/11022	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:28%20GMT	https://www.computerhope.com/tips/exceltip.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/exceltip.html	(from https://www.computerhope.com/tips/)
22:47:05	9978/9978	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jan%202020%2008:31:30%20GMT	https://www.computerhope.com/tips/outlook.htm	C:/My%20Web%20Sites/COMPUTER%20HOPE/www.computerhope.com/tips/outlook.html	(from https://www.computerhope.com/tips/)
